Product Name,Category,Dosage Form,Price,Trademark,Brand Origin,Country,Rating
"Gel Strataderm hỗ trợ điều trị sẹo lồi, sẹo xấu, sẹo lâu năm (5g)","Trị sẹo, mờ vết thâm",Nhũ tương (Gel),390000.0,Stratpharma,Thụy Sĩ,Pháp,4.8
"Kem phục hồi da Ceradan Ceramide Skin Barrier Repair Cream dành cho da khô, kích ứng và nhạy cảm (10g)","Dưỡng da bị khô, thiếu ẩm",Kem bôi da,114000.0,Hyphens,Singapore,Singapore,NULL
"Dung dịch tắm rôm sảy em bé Phyto BEBE Opodis Pharma kháng khuẩn, nấm (100ml)","Sữa tắm, xà bông",Dung dịch,35000.0,Opodis Pharma,Việt Nam,Việt Nam,NULL
Sữa tắm Eucerin pH5 WashLotion Preserves Skin Resilience dành cho da nhạy cảm (200ml),Chăm sóc cơ thể,Dung dịch,130350.0,Eucerin,Đức,Pháp,5.0
"Dầu gội đầu Redwin Coal Tar Fragrance Shampoo 250ml làm sạch, cân bằng độ ẩm, ngăn ngừa gàu",Dầu gội dầu xả,Dung dịch,290000.0,PHARMACARE LABORATORIES,NULL,Úc,NULL
"Kem bôi dạng gel Hiruscar Silicone Pro Medinova mờ sẹo, giảm ngứa và khó chịu liên quan đến sẹo (10g)","Trị sẹo, mờ vết thâm",Nhũ tương (Gel),209350.0,Medinova,Thụy Sĩ,Thái Lan,5.0
"Kem Dermacos Anti-Acne Matting Cream giảm nhờn, ngăn ngừa mụn (50ml)",Chăm sóc da mặt,Dạng kem,338000.0,FARMONA,Ba Lan,Ba Lan,4.6
"Kem Yoosun Acnes ngăn ngừa và làm giảm mụn, kiểm soát bã nhờn, làm mờ thâm sẹo (15g)","Kem trị mụn, gel trị mụn",Dạng kem,47000.0,Yoosun,Việt Nam,Việt Nam,4.8
"Gel Ceradan Soothing làm dịu da dành cho da ngứa, mẩn đỏ (10g)",Chăm sóc cơ thể,Kem bôi da,97000.0,Hyphens,Singapore,Singapore,NULL
Xịt dưỡng ẩm Eucerin Hyaluron Mist Spray cho da nhạy cảm (150ml),Xịt khoáng,Dung dịch,259000.0,Eucerin,Đức,Pháp,NULL
"Kem bôi Bestpere Cream Quang Xanh điều trị ghẻ, rận, mẩn ngứa (15g)",Da bị kích ứng,Dạng kem,77000.0,Quang Xanh,Việt Nam,Việt Nam,NULL
"Nhũ tương mượt da toàn thân 1% Urê Ziaja dưỡng ẩm, bảo vệ da, làm dịu tổn thương da (400ml)","Sữa dưỡng thể, kem dưỡng thể",Nhũ tương (Gel),455000.0,Ziaja,Ba Lan,Ba Lan,5.0
"Dung dịch bôi ngoài da Castelani DL 17ml Quablue Pharma hỗ trợ phòng ngừa viêm da do bỏng da, lở loét",Chăm sóc cơ thể,Dung dịch,22000.0,Quang Xanh,Việt Nam,Việt Nam,NULL
Dung dịch vệ sinh Saforelle Miss 250ml dành cho bé gái,Chăm sóc cơ thể,Gel,320000.0,Saforelle,Pháp,Pháp,5.0
Kem Sensylia 24h Légère IsisPharma giúp giữ ẩm và làm giảm kích ứng da (40ml),Dưỡng da mặt,Dạng kem,490000.0,ISIS PHARMA,Pháp,Pháp,5.0
"Kem Canova Sensive P22 Sifarma làm dịu da, dưỡng ẩm cho da nhạy cảm (50ml)",Dưỡng da mặt,Kem bôi da,490000.0,Sifarma,NULL,Ý,NULL
Sữa tắm dưỡng ẩm cho da khô Ato Wash MTGpharm 150ml Cocorang Palm (tuýp),"Sữa tắm, xà bông",Dung dịch,231000.0,COCORANG PALM,Hàn Quốc,Hàn Quốc,NULL
Xịt chống nắng thể thao Banana Boat Sport Sensitive Sunscreen Spray SPF50+ PA++++ (170g),Chống nắng toàn thân,Dạng xịt,252000.0,Banana Boat,Hoa Kỳ,Hoa Kỳ,5.0
Xịt chống nắng trẻ em Banana Boat Kids Sensitive Sunscreen Spray SPF50+ PA++++ dành cho toàn thân (170g),Chống nắng toàn thân,Dạng xịt,228000.0,Banana Boat,Hoa Kỳ,Hoa Kỳ,5.0
Gel rửa mặt Eucerin Ance Oil Control Pro Acne Solution Cleansing Gel dành cho da mụn (75ml),"Sữa rửa mặt (Kem, gel, sữa)",Nhũ tương (Gel),209000.0,Eucerin,Đức,Thái Lan,NULL
"Kem Secalia Balm IsisPharma giúp dưỡng da, tăng cường độ ẩm, chống khô da (200ml)","Sữa dưỡng thể, kem dưỡng thể",Dạng kem,515000.0,ISIS PHARMA,Pháp,Pháp,NULL
"Sữa tắm Dr.EA Body Zolic Body Cleansing Milk 150ml làm sạch sâu cho da, hỗ trợ điều trị viêm da","Sữa tắm, xà bông",Gel,220000.0,Dr.EA,Thổ Nhĩ Kỳ,Thổ Nhĩ Kỳ,NULL
Dầu gội Azasun Gamma giúp sạch gàu cho da đầu hết ngứa (120ml),Dầu gội dầu xả,Dung dịch,89000.0,GAMMA,Việt Nam,Việt Nam,NULL
"Kem 18+ Active Manuka Honey And Propolis Skin Health Crème dưỡng ẩm, giảm kích ứng da, viêm da (40ml)","Trị sẹo, mờ vết thâm",Dạng kem,620000.0,Pure NZ,New Zealand,New Zealand,5.0
"Sữa tắm Cetaphil Pro AD Derma Skin Restoring Wash dành cho da khô, da cơ địa (295ml)","Sữa tắm, xà bông",Dung dịch,440000.0,Cetaphil,Canada,Canada,NULL
Kem dưỡng ẩm Gammaphil Moisturizing Cream dành cho mọi loại da (50g),Dưỡng da mặt,Dạng kem,120000.0,GAMMA,Việt Nam,Việt Nam,NULL
"Cao Starbalm Sports Balm White làm ấm cơ, giúp cơ thư giãn sau khi vận động (25g)",Massage,Cao,80000.0,Starbalm,Hà Lan,Hà Lan,NULL
"Serum Auvilys C Vitamin C 30ml Auvi Nature dùng ban ngày, dưỡng da, tăng cường độ ẩm, sáng da",Dưỡng da mặt,Serum,1050000.0,Auvi Nature,Úc,Úc,NULL
"Gel Clear Face Anti-Pimple Sebamed pH 5.5 giúp làm giảm mụn,ngăn ngừa mụn, dưỡng ẩm (10ml)",Dưỡng da mặt,Gel,188000.0,Sebamed,Đức,Đức,NULL
"Kem ngừa mụn ban ngày Canova Acnell 50+ giúp chăm sóc và dưỡng ẩm cho da bị mụn, da kích ứng và da nhạy cảm (50ml)",Chăm sóc da mặt,Kem bôi da,545000.0,Sifarma,Ý,Ý,NULL
"Sữa dưỡng ẩm toàn thân cho bé Baby Sebamed Body Lotion ph 5.5 giúp da không bị khô ráp, dưỡng ẩm toàn thân (200ml)","Sữa dưỡng thể, kem dưỡng thể",Lotion bôi da,279000.0,Sebamed,Đức,Đức,NULL
"Dầu gội Canova Rivescal DS Soothing Shampoo Biomedico làm dịu da, ngăn ngừa tiết bã nhờn (200ml)",Chăm sóc cơ thể,Dung dịch,535000.0,Sifarma,Ý,Ý,NULL
"Gel Neotone IsisPharma làm sạch da êm dịu, giúp da trắng sáng (40ml)","Sữa rửa mặt (Kem, gel, sữa)",Gel,169000.0,ISIS PHARMA,Pháp,Pháp,NULL
"Dung dịch vệ sinh phụ nữ Intimate Wash Foam Sebamed giúp làm sạch dịu nhẹ đa vùng kín, giúp ngăn mùi hôi (200ml)",Chăm sóc cơ thể,Dung dịch,310000.0,Sebamed,NULL,Đức,NULL
Kem mờ nám Canova 8+2 Sifarma điều trị tăng sắc tố da (50ml),Giải pháp làn da,Dạng kem,750000.0,Sifarma,Ý,Ý,NULL
"Dầu gội Hanko Shampoo giúp loại bỏ gàu, nấm, ngứa (100ml)",Dầu gội dầu xả,Dung dịch,220000.0,ASAN C&S,Hàn Quốc,Hàn Quốc,NULL
"Gel rửa mặt K3 Aosacleanser Purifying giúp giảm nhờn, mụn, làm sạch da một cách dịu nhẹ (200ml)","Sữa rửa mặt (Kem, gel, sữa)",Nhũ tương (Gel),320000.0,K3,Ý,Ý,NULL
Kem mờ sẹo C-Section Scars & Stretch Marks Dr. Celine (15g),"Trị sẹo, mờ vết thâm",Dạng kem,190000.0,Healthcare,Việt Nam,Việt Nam,NULL
"Kem dưỡng da mặt Eucerin AtoControl Face Cream giảm khô, ngứa và mẩn đỏ (50ml)","Dưỡng da bị khô, thiếu ẩm",Dạng kem,295000.0,Eucerin,Đức,Pháp,NULL
Dầu gội cho da đầu nhạy cảm Eucerin Dermo Capillaire pH5 Mild Shampoo ngăn ngừa khô da đầu (250ml),Chăm sóc tóc - da đầu,Dung dịch,275000.0,Eucerin,Đức,Pháp,NULL
"Sữa tắm không cần dùng nước NoRinse Body Bath thay thế cách tắm thông thường (236,6ml)","Sữa tắm, xà bông",Dung dịch,157000.0,NULL,Hoa Kỳ,Hoa Kỳ,NULL
"Nước cân bằng Eucerin DermatoClean Clarifying Toner giữ ẩm, dịu nhẹ cho da (200ml)",Chăm sóc da mặt,Dung dịch,603000.0,Eucerin,Đức,Pháp,NULL
Sữa chống rạn da Happy Event Anti-Stretch Mark Lotion giúp dưỡng ẩm tự nhiên (100ml),Trị nứt da,Dung dịch,145000.0,Rohto,Nhật Bản,Việt Nam,5.0
Sữa tắm gội Eucerin Baby Wash & Shampoo làm sạch dịu nhẹ mái tóc và làn da của bé (400ml),"Sữa tắm, xà bông",Dung dịch,280000.0,Eucerin,Đức,Pháp,NULL
"Lăn chăm sóc thâm quầng mất Emco UltraCream giảm vết nhăn nơi đuôi mắt, dưỡng da vùng mắt (15g)","Trị quầng thâm, bọng mắt",Dạng kem,140000.0,Thiên Khánh,Việt Nam,Việt Nam,NULL
Nước tẩy trang Eucerin DermatoClean Micellar 3 IN 1 dành cho mọi loại da (200ml),"Nước tẩy trang, dầu tẩy trang",Dung dịch,339000.0,Eucerin,Đức,Đức,NULL
"Gel Kelo-Cote Alliance hỗ trợ làm mờ sẹo, giảm vết thâm (6g)","Trị sẹo, mờ vết thâm",Nhũ tương (Gel),439000.0,Alliance,Ý,Hoa Kỳ,3.0
Sữa rửa mặt dịu nhẹ Eucerin Ultra White+ Spotless Gentle Cleansing Foam dành cho mọi loại da (150g),"Sữa rửa mặt (Kem, gel, sữa)",Dạng kem,519000.0,Eucerin,Đức,Ba Lan,NULL
Sữa rửa mặt dạng gel giúp làm sạch sâu và giảm bã nhờn trên da Vichy Normaderm Phytosolution Intensive Purifying Gel (200ml),"Sữa rửa mặt (Kem, gel, sữa)",Gel,384000.0,Vichy,Pháp,Pháp,NULL
"Kem dưỡng sáng da ban đêm Eucerin Even Skin Spotless Brightening Night giảm vết thâm nám, đốm nâu (50ml)","Kem trị nám, tàn nhang, đốm nâu",Dạng kem,929000.0,Eucerin,Đức,Ba Lan,NULL
